gp,min,fg,3p_made,3p,ftm,ft,oreb,dreb,ast,stl,blk,tov,target_5yrs,pts_per_min
79,19.3,45.7,0.0,11.1,1.3,59.7,1.1,2.5,2.6,1.3,0.6,2.0,1,0.34715007919685015
51,11.3,42.2,0.0,20.0,0.7,64.2,0.7,1.4,0.5,0.5,0.2,0.7,0,0.2477873913385917
75,18.9,47.9,0.0,0.0,1.1,69.9,0.9,2.0,3.4,1.6,0.1,1.3,1,0.25925912208512064
81,18.9,41.4,0.0,0.0,0.7,65.6,1.1,4.6,1.4,0.3,3.4,1.7,1,0.22751310713592215
75,18.8,53.3,0.0,0.0,1.7,74.1,1.9,3.5,1.4,0.6,0.9,1.1,0,0.33510620473074215
44,17.6,40.0,0.0,0.0,0.7,65.2,0.6,1.2,2.5,0.9,0.3,1.4,0,0.2045453383265123
77,19.6,43.1,0.7,34.4,1.0,72.8,0.7,1.3,0.8,0.6,0.2,0.6,0,0.31122433100799435
43,16.9,38.0,0.0,0.0,1.0,73.7,0.3,1.3,2.9,0.5,0.2,1.6,0,0.23668625048150863
76,16.4,42.9,0.1,40.0,2.0,83.3,0.7,1.1,1.8,0.8,0.2,1.4,1,0.4939021378645501
78,16.3,40.4,0.1,36.8,0.6,69.6,1.4,2.1,1.5,0.7,0.3,1.2,1,0.3190182091912827
77,15.9,47.6,0.0,25.0,0.8,73.5,1.2,2.1,0.8,0.3,0.3,1.1,0,0.3899368616749298
68,14.6,43.2,0.0,0.0,0.9,76.2,0.3,1.2,2.5,0.8,0.1,1.7,1,0.3904106914995264
52,10.3,45.5,0.1,13.9,0.7,67.3,0.5,1.2,0.4,0.4,0.2,0.8,0,0.35922295221072603
62,14.2,48.5,0.0,0.0,1.4,57.1,1.7,2.1,0.8,0.4,0.6,1.2,1,0.3943659194606201
71,13.9,51.2,0.0,0.0,1.3,65.0,1.9,3.4,0.5,0.6,0.9,1.4,1,0.3884889291446553
53,13.2,53.4,0.0,0.0,0.8,77.4,1.3,2.1,0.9,0.4,0.2,0.8,0,0.37121183999103036
44,11.8,31.4,0.0,0.0,0.8,78.3,0.9,1.8,0.8,0.3,0.2,0.7,0,0.2372879345017504
68,11.1,36.4,0.0,11.1,0.7,81.0,0.3,0.8,1.9,0.2,0.0,1.4,0,0.24324302410538373
68,11.1,36.4,0.0,11.1,0.7,81.0,0.3,0.8,1.9,0.2,0.0,1.4,1,0.24324302410538373
49,10.6,43.5,0.0,14.3,0.9,57.7,0.6,0.9,0.7,0.4,0.1,1.0,1,0.3773581345677976
54,10.3,44.5,0.0,0.0,0.1,47.1,0.8,1.4,0.5,0.3,0.2,0.5,0,0.32038803845821506
52,10.1,42.0,0.0,0.0,0.3,57.1,0.8,1.7,0.3,0.1,0.6,0.4,0,0.3168313694738917
62,9.8,47.7,0.0,14.3,1.2,76.0,0.4,0.8,1.1,0.4,0.1,0.9,1,0.4081628488134196
65,9.6,54.3,0.0,0.0,1.1,64.2,0.7,0.9,0.5,0.3,0.0,0.8,1,0.5208327907991763
40,10.0,48.5,0.1,15.4,0.2,70.0,0.9,1.5,0.4,0.5,0.3,0.5,0,0.18999981000019
55,9.4,44.9,0.2,36.0,0.5,73.7,0.5,0.6,0.6,0.3,0.1,0.6,0,0.47872289497564363
48,8.7,40.6,0.0,0.0,0.8,67.8,0.6,1.0,0.6,0.3,0.2,1.0,0,0.36781566917739184
23,8.3,36.7,0.0,0.0,0.4,45.0,0.7,1.3,0.5,0.1,0.3,0.7,0,0.15662631731768997
63,8.2,37.4,0.1,22.0,0.6,64.4,0.5,0.5,0.8,0.6,0.1,0.7,0,0.43902385484895756
44,7.9,41.5,0.0,0.0,0.8,66.0,0.3,0.5,0.8,0.5,0.1,0.9,0,0.41772099022659465
54,6.8,40.4,0.0,0.0,0.1,31.3,0.8,1.1,0.2,0.1,0.3,0.4,1,0.22058791090013105
39,6.8,37.5,0.0,14.3,0.5,56.3,0.4,0.5,0.4,0.2,0.1,0.5,1,0.3235289359868589
36,5.1,45.3,0.0,0.0,0.6,44.4,0.9,1.2,0.2,0.1,0.1,1.0,1,0.43137170319273893
31,4.5,34.2,0.0,0.0,0.4,55.0,0.5,0.8,0.1,0.2,0.0,0.3,1,0.26666607407539095
35,4.2,36.1,0.0,9.1,0.9,66.7,0.2,0.3,0.6,0.1,0.1,0.4,0,0.6904745464891751
82,37.5,49.6,0.1,22.7,6.0,79.7,2.7,2.7,3.3,1.1,0.2,3.4,1,0.575999846400041
82,34.5,58.2,0.0,0.0,3.0,62.4,4.2,8.0,1.3,1.0,1.0,2.9,1,0.44927523209413556
72,33.8,42.4,0.2,28.8,4.2,70.4,0.8,2.1,7.8,2.1,0.2,4.2,1,0.5029584310773872
81,33.1,52.5,0.0,0.0,3.5,62.0,2.6,4.3,1.8,0.7,0.6,2.7,1,0.519637305245527
81,32.4,49.7,0.0,25.0,3.6,71.6,2.2,4.7,2.2,1.1,0.3,2.4,1,0.6604936233044372
51,28.8,46.5,0.5,35.2,3.3,68.0,1.7,3.1,3.2,0.7,0.4,2.6,1,0.649305330102316
82,27.8,47.7,0.0,28.6,1.5,67.0,2.1,5.2,1.7,0.7,2.2,1.7,1,0.4136689159464331
82,27.0,56.1,0.0,33.3,4.2,75.2,3.1,6.2,1.6,0.5,0.7,2.9,1,0.5333331358025423
79,25.7,41.4,0.2,21.5,1.9,75.0,0.4,1.4,4.8,1.0,0.1,2.0,1,0.4163422504504862
80,25.0,44.1,0.0,0.0,1.2,70.3,1.8,2.0,2.4,0.9,0.0,1.4,1,0.33199986720005314
78,22.3,61.3,0.0,0.0,2.7,64.2,1.9,3.9,1.2,0.5,1.1,2.5,1,0.5739907739951686
76,22.3,48.2,0.0,23.1,1.8,77.8,1.4,2.7,1.9,0.8,0.5,2.4,1,0.5426006535423078
80,21.3,47.7,0.0,0.0,1.8,68.4,2.0,3.2,1.8,0.7,0.2,1.3,1,0.4507040137539841
74,20.5,45.9,0.0,9.1,1.3,66.4,1.7,2.6,1.5,0.7,0.2,1.3,1,0.4536583152886267
74,20.5,45.9,0.0,9.1,1.3,66.4,1.7,2.6,1.5,0.7,0.2,1.3,1,0.4536583152886267
82,19.8,48.1,0.0,0.0,1.7,75.7,1.6,3.6,1.8,0.6,0.9,1.8,1,0.3989896974799508
79,19.2,43.4,0.0,0.0,1.7,77.5,1.4,1.9,0.6,0.5,0.3,1.4,0,0.36458314344627946
59,18.2,55.6,0.0,0.0,0.8,55.1,1.5,3.7,0.6,0.8,1.3,1.1,0,0.3351646510084335
64,17.7,51.8,0.0,0.0,0.9,50.4,1.8,3.6,0.9,0.9,1.2,1.2,1,0.2598868588209837
63,17.2,46.1,0.0,0.0,1.0,58.3,1.5,3.2,1.0,0.3,1.3,0.9,1,0.3081393557329327
71,17.0,50.3,0.0,0.0,0.7,70.8,1.5,2.1,0.7,0.6,0.3,0.8,1,0.28823512456757383
82,16.9,41.3,0.0,0.0,1.9,76.0,0.6,1.2,3.3,1.1,0.0,1.6,1,0.3786980007704138
63,16.3,45.3,0.1,28.1,1.0,72.6,1.0,0.9,2.5,0.8,0.2,1.3,0,0.38650283036636174
64,16.1,46.5,0.3,30.5,1.0,65.7,0.4,1.0,2.3,0.8,0.1,1.4,0,0.43478233864451016
71,16.0,46.4,0.0,0.0,1.1,72.0,1.0,1.8,1.2,0.5,0.4,1.0,0,0.4312497304689185
75,15.8,51.3,0.0,0.0,1.9,69.9,1.1,1.9,1.1,0.3,0.3,1.4,1,0.4620250240347949
80,14.8,51.9,0.0,0.0,0.8,52.0,1.4,3.5,1.1,0.2,1.5,1.6,1,0.3040538486122644
80,14.8,52.1,0.0,0.0,0.9,64.1,1.2,2.0,1.0,0.5,0.9,1.3,1,0.44594564463132114
77,14.0,54.6,0.0,0.0,1.2,60.1,0.9,1.6,0.7,0.4,0.3,0.9,1,0.34999975000017863
49,13.0,43.5,0.0,0.0,0.8,59.4,0.8,0.9,0.8,0.4,0.0,0.5,0,0.29999976923094673
24,9.3,31.6,0.3,28.0,0.5,73.3,0.1,0.5,1.4,0.4,0.0,0.8,0,0.24731156203057844
72,11.9,50.9,0.0,0.0,0.5,45.9,1.0,1.5,0.6,0.3,0.7,0.7,0,0.24369727420397125
54,11.4,51.0,0.0,0.0,0.9,82.0,0.4,0.7,0.5,0.3,0.0,0.8,1,0.4035084179750719
49,11.1,45.9,0.1,22.2,0.4,64.3,0.3,0.6,1.4,0.5,0.0,1.1,0,0.41441404106843144
46,10.7,58.3,0.0,50.0,0.7,82.5,0.6,0.7,0.8,0.4,0.1,0.8,0,0.2710277840861831
54,10.6,47.8,0.0,0.0,0.6,81.1,1.0,1.5,0.6,0.2,0.2,0.8,0,0.3584902278394077
53,10.6,35.7,0.1,29.4,1.1,86.2,0.5,0.6,1.6,0.7,0.1,1.0,1,0.3867920879319925
39,9.0,46.5,0.0,0.0,0.8,58.5,0.9,0.4,0.4,0.5,0.1,0.9,1,0.544443839506845
43,8.6,54.0,0.0,66.7,0.8,50.7,0.3,0.4,1.3,0.4,0.1,1.0,0,0.39534837750188667
39,8.5,52.4,0.0,0.0,0.7,60.4,0.8,0.9,0.3,0.3,0.1,0.7,0,0.4117642214538571
43,9.2,35.5,0.5,30.1,0.2,77.8,0.3,1.0,0.3,0.2,0.0,0.3,0,0.2934779418718024
42,8.1,45.8,0.0,0.0,0.8,65.4,0.5,1.0,0.2,0.2,0.1,0.4,0,0.4197525682067059
42,6.9,43.3,0.0,0.0,0.5,74.1,0.2,0.4,1.1,0.4,0.1,0.6,1,0.5217383742922111
49,6.9,44.4,0.0,0.0,0.6,73.2,0.4,1.0,0.1,0.1,0.0,0.4,0,0.44927471119607076
51,6.6,45.1,0.0,0.0,0.8,67.7,0.2,0.5,0.4,0.3,0.1,0.7,0,0.4545447658412639
36,6.6,32.2,0.0,0.0,0.3,64.7,0.5,0.3,0.4,0.3,0.1,0.6,1,0.2878783516994671
82,35.6,49.1,0.0,0.0,3.8,71.6,3.3,5.9,1.4,0.6,1.5,3.0,1,0.5308987272756382
81,35.4,46.4,0.1,19.2,2.8,71.6,1.0,2.6,2.4,1.3,0.5,2.9,1,0.5819207395704126
82,31.4,51.2,0.0,0.0,2.2,58.8,5.3,6.8,1.1,0.8,0.8,1.8,1,0.305732386709431
79,31.3,48.6,0.1,27.8,1.7,63.7,2.3,3.8,3.2,1.1,0.3,1.9,1,0.3514375874001318
80,30.4,45.2,0.0,9.7,2.1,74.9,0.5,1.9,6.9,1.1,0.1,2.9,1,0.4999998355263699
33,16.4,37.1,0.2,17.4,1.1,86.0,0.2,1.5,2.8,0.4,0.0,1.5,0,0.32317053465211304
37,8.6,36.3,0.1,19.0,0.2,66.7,0.6,1.0,0.3,0.2,0.0,0.4,0,0.2441857625746947
81,30.4,50.3,0.0,0.0,1.4,76.5,3.3,5.3,2.7,0.7,1.0,1.6,1,0.32236831501042273
82,30.2,47.9,0.0,0.0,2.8,70.6,2.6,2.8,2.5,1.2,0.4,2.0,1,0.48675480571032925
56,28.2,42.3,0.0,0.0,2.8,76.7,2.4,5.0,1.3,1.0,1.8,2.3,1,0.4680849403954112
81,24.4,46.8,0.1,24.0,1.6,73.3,1.2,1.7,3.7,1.7,0.4,2.2,1,0.45901620532122733
75,23.6,49.5,0.1,31.0,2.1,71.2,0.4,1.5,3.6,0.8,0.1,2.9,1,0.546609937877145
68,23.5,46.0,0.0,0.0,1.9,69.9,1.8,5.0,1.5,0.5,0.3,1.8,0,0.35744665640567813
70,23.4,45.3,0.0,33.3,0.7,80.6,1.2,2.6,1.9,0.7,0.1,1.3,0,0.26068364928049176
81,22.8,44.4,0.0,0.0,2.6,77.6,1.6,1.7,2.3,1.3,0.3,2.1,1,0.5043857436904633
82,21.8,49.1,0.0,0.0,2.0,80.7,2.1,2.3,1.6,0.7,0.3,1.5,1,0.4816511552058921
79,21.7,49.9,0.0,0.0,1.6,66.3,1.7,2.9,1.0,0.6,0.6,1.6,0,0.4700458663383104
76,20.8,40.7,0.1,23.5,1.4,79.7,0.3,1.3,3.3,1.2,0.1,2.2,1,0.31730753975599046
76,20.8,40.7,0.1,23.5,1.4,79.7,0.3,1.3,3.3,1.2,0.1,2.2,0,0.31730753975599046
82,20.1,53.3,0.0,0.0,1.3,67.9,1.9,2.5,0.7,0.3,1.8,1.3,1,0.4975121902924426
71,19.8,44.4,0.1,14.8,1.0,75.0,0.6,1.8,3.2,0.9,0.2,1.5,0,0.35353517498223486
81,19.7,46.0,0.0,0.0,2.2,72.9,1.4,2.2,1.4,0.6,0.3,1.8,0,0.40101502486546964
82,19.2,47.9,0.0,5.3,1.3,61.0,0.7,1.7,4.5,1.5,0.3,1.9,1,0.38541646592892403
56,18.9,45.0,0.0,0.0,0.5,67.5,1.1,3.8,0.7,0.6,0.8,1.1,1,0.24867711710205448
82,17.9,51.1,0.1,23.5,1.3,89.9,0.5,1.1,2.0,0.9,0.1,1.2,1,0.4525137136794896
74,17.0,47.8,0.0,20.0,1.6,79.3,0.9,1.2,1.5,0.8,0.3,1.1,1,0.3176468719724283
28,8.1,42.5,0.3,30.4,0.2,85.7,0.3,1.1,0.4,0.2,0.1,0.5,0,0.20987628410335296
60,15.8,52.9,0.0,0.0,2.4,67.0,1.5,2.9,0.7,0.6,1.4,1.7,1,0.5506325628907829
64,14.8,49.5,0.0,0.0,0.7,75.0,0.3,1.5,1.8,0.9,0.1,1.4,0,0.24999983108119522
68,14.4,54.2,0.0,0.0,1.5,59.4,1.6,3.0,0.6,0.1,1.1,1.0,1,0.36805529996159725
65,11.6,45.2,0.2,32.6,0.8,72.9,0.5,1.4,0.7,0.3,0.7,0.9,1,0.3362066067184425
53,13.7,41.2,0.0,33.3,0.8,68.3,0.2,0.9,2.6,0.5,0.1,1.0,1,0.29926985454755145
52,13.4,50.7,0.0,0.0,0.5,67.5,1.3,2.8,0.5,0.4,0.8,0.7,1,0.35820868790396426
45,12.9,51.2,0.0,0.0,0.4,76.2,1.2,2.5,0.5,0.2,0.3,0.7,1,0.3100772790098612
54,12.4,46.2,0.1,30.0,1.3,73.7,0.6,0.6,1.0,0.4,0.0,0.9,1,0.45161253902214593
81,11.7,44.2,0.0,20.0,0.6,76.6,0.4,0.8,0.9,0.4,0.1,0.7,1,0.4017090583683262
40,11.5,32.7,0.0,0.0,0.1,55.6,0.2,0.7,1.4,0.5,0.1,0.9,0,0.15652160302469303
48,11.3,46.2,0.0,0.0,0.6,69.0,0.8,1.3,0.6,0.5,0.3,0.7,0,0.36283153731722356
37,7.8,46.0,0.1,27.3,0.7,65.0,0.6,0.8,0.2,0.2,0.0,0.4,0,0.49999935897518083
44,11.0,41.8,0.0,16.7,0.6,66.7,1.1,1.9,0.2,0.3,0.1,0.7,0,0.44545414049623594
55,10.7,45.7,0.0,0.0,0.6,60.3,1.1,1.4,0.5,0.3,0.1,1.1,0,0.40186878330020254
52,10.2,45.4,0.0,0.0,0.6,51.6,1.0,2.0,0.5,0.4,0.4,0.6,1,0.41176430219186066
59,10.1,45.4,0.0,0.0,0.4,56.4,0.5,0.6,1.2,0.6,0.1,1.3,0,0.3168313694738917
47,9.6,35.8,0.0,0.0,0.5,78.1,0.2,0.7,1.5,0.5,0.0,0.6,1,0.20833311631967052
60,8.9,33.0,0.0,0.0,0.9,73.9,0.5,0.7,1.3,0.4,0.0,0.6,0,0.31460638808271
55,8.4,41.2,0.0,0.0,0.7,43.5,0.5,1.2,0.3,0.4,0.4,0.6,0,0.32142818877596574
44,5.3,34.8,0.0,50.0,0.4,45.9,0.6,0.7,0.3,0.2,0.0,0.6,0,0.4905651121412979
51,7.3,43.4,0.1,41.7,0.5,59.0,0.3,0.6,1.0,0.4,0.0,0.7,0,0.36986250703766166
31,6.4,35.5,0.3,29.0,0.6,75.0,0.4,0.8,0.3,0.1,0.1,0.2,0,0.35937443847743983
82,38.6,42.9,2.3,36.8,3.3,84.4,0.5,2.6,6.5,0.9,0.2,3.0,1,0.4922278517544425
56,31.2,41.0,1.6,38.6,2.2,78.6,0.8,3.0,2.4,0.9,0.5,1.6,1,0.4455126777202956
33,15.6,31.8,0.2,16.7,0.3,52.9,0.4,1.0,2.5,0.4,0.1,0.7,0,0.1923075690336096
64,28.8,51.6,0.0,0.0,2.6,75.1,2.6,5.6,1.0,1.2,1.8,1.4,1,0.46874983723963987
61,28.8,41.2,1.0,31.0,2.6,74.6,0.4,2.1,3.0,1.0,0.3,2.0,1,0.5104164894387189
82,28.0,42.8,0.9,35.0,1.2,80.6,1.3,2.7,0.9,0.7,0.5,1.2,1,0.3142856020408564
77,26.4,43.8,0.0,0.0,1.6,76.4,2.1,3.6,1.2,0.5,0.9,1.2,1,0.2992423108930641
76,26.0,46.1,0.4,27.4,1.0,57.0,1.6,2.8,0.7,1.2,0.8,0.9,1,0.3153844940828869
78,26.0,45.8,0.0,22.2,1.8,74.9,1.7,4.2,1.5,0.7,0.9,1.3,1,0.3461537130178027
81,25.4,43.9,0.6,35.9,1.8,75.8,0.7,3.5,1.2,0.6,0.2,1.3,1,0.36220458180921977
61,23.2,37.2,0.5,32.6,1.0,54.6,0.3,1.5,2.1,0.4,0.1,1.2,1,0.2672412641201448
12,15.5,35.8,0.8,32.3,0.7,66.7,0.3,2.3,1.3,0.9,0.2,0.6,0,0.3032256108221866
60,20.7,60.8,0.0,50.0,1.0,37.1,2.8,4.8,0.5,1.0,1.6,0.9,1,0.38164232770902046
45,19.8,49.3,0.0,20.0,1.0,74.6,2.0,3.8,0.8,0.5,0.5,0.6,0,0.30303014998477273
69,17.5,54.5,0.0,42.9,1.0,80.9,1.2,2.5,0.5,0.2,0.6,0.7,1,0.3142855346939802
41,17.4,41.8,0.9,37.5,0.8,82.9,1.1,1.6,2.9,0.9,0.5,1.1,1,0.32183889549488764
78,17.3,38.4,0.8,32.8,0.6,64.4,0.4,1.9,1.2,0.8,0.2,0.6,1,0.2890171739785121
78,17.0,41.7,0.8,38.6,0.9,90.9,0.2,1.0,2.8,0.5,0.0,0.9,1,0.4176468131489334
73,17.0,40.7,0.9,33.2,0.4,71.4,0.5,1.5,0.7,0.6,0.2,0.7,1,0.3764703667821372
56,15.4,47.9,1.1,42.1,1.1,75.9,0.6,1.5,0.5,0.3,0.2,0.9,0,0.5649346980943518
70,15.1,43.0,0.0,0.0,0.8,52.3,1.7,2.8,0.7,0.6,0.4,1.3,1,0.3178805841850436
61,14.8,44.6,0.9,38.4,1.0,84.3,0.3,1.3,0.9,0.2,0.2,0.7,1,0.4121618836744029
48,14.6,37.1,0.5,31.5,0.2,57.1,0.1,0.8,3.0,0.5,0.1,1.2,0,0.2054793113155402
79,13.4,32.7,0.2,20.9,0.6,81.8,0.7,2.6,0.7,0.5,0.3,0.7,1,0.2164177489419784
52,13.3,40.7,0.4,39.3,0.2,100.0,0.2,1.3,0.8,0.3,0.2,0.4,0,0.1729322008028565
63,13.1,48.2,0.0,0.0,0.9,53.3,1.8,2.9,0.5,0.3,0.7,0.8,1,0.4580149175458645
11,13.7,41.5,0.3,20.0,1.5,88.9,0.2,0.7,0.8,0.5,0.1,0.2,0,0.35036470776298706
63,12.7,43.6,0.1,25.7,0.5,66.7,0.3,1.4,0.3,0.3,0.3,0.5,0,0.29133835327688723
47,12.3,36.8,0.3,37.8,0.4,58.8,0.2,0.8,0.7,0.3,0.0,0.6,0,0.2682924648028741
73,12.2,38.2,0.1,13.8,0.7,76.9,0.5,1.5,0.8,0.5,0.1,0.8,1,0.3278685837142757
51,12.1,40.0,0.7,38.3,0.5,71.9,0.4,1.8,0.9,0.2,0.2,0.6,0,0.3305782391915379
47,11.5,58.2,0.0,0.0,0.4,64.3,1.6,1.5,0.2,0.4,0.2,0.4,0,0.321738850661869
57,11.2,51.3,0.0,0.0,0.5,66.7,1.1,2.5,0.9,0.2,0.5,0.7,1,0.3660711017222306
46,9.9,51.5,0.0,0.0,0.5,61.0,1.1,1.7,0.1,0.3,0.8,0.4,0,0.2828279971434372
41,9.9,37.5,0.3,28.0,0.5,72.4,0.2,0.7,0.6,0.4,0.1,0.5,0,0.2929289970414171
30,25.7,40.0,0.8,32.5,0.7,72.4,1.5,2.0,1.5,0.7,0.3,0.7,0,0.22568084603858132
40,9.4,47.6,0.0,0.0,1.1,76.8,1.0,1.8,0.3,0.1,0.1,0.5,1,0.4893611815306579
48,8.2,38.1,0.1,17.4,0.2,56.3,0.1,0.9,1.3,0.2,0.1,0.7,0,0.25609724866189193
35,7.8,38.4,0.1,25.0,0.6,72.4,0.4,0.4,1.2,0.2,0.1,0.8,0,0.3333329059834539
27,7.5,29.5,0.3,22.6,0.6,89.5,0.0,0.2,1.0,0.2,0.0,0.6,0,0.37333283555621927
23,6.4,35.3,0.4,30.0,0.6,100.0,0.2,0.6,0.2,0.1,0.1,0.3,1,0.4843742431652451
66,32.3,41.5,1.6,38.0,1.6,75.9,0.5,2.7,3.8,0.7,0.1,2.6,1,0.39628470703259844
56,29.4,42.8,0.8,31.3,2.0,76.4,1.3,2.3,2.3,0.9,0.3,2.1,0,0.4285712827988834
59,28.9,40.1,0.8,30.6,1.5,79.8,0.7,2.4,2.8,1.7,0.1,1.9,1,0.3287196094395815
63,28.6,45.2,1.0,33.7,0.7,55.1,1.4,3.3,2.1,1.2,0.5,1.3,1,0.3321677160252741
66,27.2,36.6,1.0,30.5,2.5,78.9,0.5,3.1,4.4,0.9,0.3,1.8,1,0.4448527776276553
65,25.5,44.8,1.3,37.9,2.4,83.2,0.7,1.8,4.1,0.8,0.1,1.6,1,0.4509802153018764
66,24.4,44.3,1.7,41.4,1.2,86.8,0.4,2.1,2.0,0.7,0.3,1.6,1,0.5122948720102984
64,24.0,49.3,0.6,37.6,1.1,77.3,1.6,3.5,1.1,1.3,0.4,0.7,1,0.32916652951394604
22,13.5,31.3,0.1,11.1,1.0,82.1,0.3,1.1,2.1,0.6,0.3,1.3,0,0.2592590672155058
46,22.5,58.6,0.0,0.0,2.4,66.5,3.1,4.6,0.8,0.7,1.0,1.2,1,0.45333313185194135
66,21.7,37.2,0.7,34.6,0.5,68.2,0.7,2.9,0.7,1.1,0.5,0.6,0,0.21198146913296353
66,21.5,41.2,0.6,26.8,2.1,69.7,1.2,3.5,0.6,0.5,0.5,1.2,1,0.40930213520830927
33,20.3,39.9,0.1,8.0,0.7,76.7,0.5,1.5,3.2,0.4,0.1,1.5,1,0.2709358271252083
63,19.5,39.9,0.7,34.7,1.2,71.7,1.1,3.3,1.0,0.7,0.7,1.1,1,0.3794869848784693
65,19.4,39.3,0.3,27.6,1.0,77.6,0.3,1.1,2.0,0.7,0.0,1.6,1,0.35051528323954473
61,18.6,38.6,1.3,36.1,0.7,83.3,0.3,0.9,1.8,0.5,0.1,1.1,1,0.4086019308591769
51,17.5,44.7,0.1,15.0,0.7,87.2,0.2,1.2,3.3,0.7,0.1,1.2,0,0.33142838204092456
34,13.4,44.6,0.4,31.6,0.7,63.2,0.6,1.2,0.6,0.3,0.3,0.6,0,0.36567136890196356
56,16.7,51.3,0.0,33.3,1.3,72.0,1.2,2.9,0.6,0.8,0.3,1.2,0,0.38323330345311174
59,15.9,42.9,0.3,33.3,1.8,72.7,1.0,1.3,0.9,0.5,0.1,0.9,1,0.4528299038805636
41,15.2,47.3,0.0,0.0,0.3,78.6,1.1,3.0,0.8,0.3,0.4,0.5,1,0.26973666464693113
42,15.0,45.2,0.0,0.0,1.2,83.9,1.2,1.8,0.3,0.2,0.2,0.6,1,0.2666664888890074
43,14.8,50.7,0.0,0.0,1.0,65.2,1.5,2.1,0.3,0.5,0.3,0.5,0,0.3108106008036481
37,14.6,42.3,0.5,33.9,0.4,61.5,1.3,2.6,0.3,0.6,0.5,0.5,0,0.30136965659612563
55,13.9,54.5,0.0,0.0,0.5,70.7,0.9,2.3,0.5,0.7,1.6,0.6,0,0.2086329434295371
42,13.5,42.1,0.0,0.0,0.7,55.8,1.3,2.0,0.4,0.4,0.5,0.9,0,0.3629626941017081
19,12.8,39.0,0.1,20.0,0.7,82.4,0.5,0.9,1.6,0.4,0.2,0.9,0,0.25781229858414173
44,12.3,37.2,0.3,28.9,0.5,71.4,0.4,0.9,1.4,0.4,0.1,0.9,0,0.30894283825785507
64,12.2,40.0,0.2,28.6,0.7,71.2,0.2,1.3,2.0,0.4,0.0,0.8,1,0.2950817253428481
46,12.1,50.8,0.1,33.3,0.5,75.0,1.0,1.6,0.5,0.3,0.4,0.4,1,0.388429431050057
42,11.4,46.7,0.1,26.1,1.0,81.5,0.7,1.7,0.5,0.3,0.2,0.7,1,0.4385961064946434
38,11.1,32.5,0.1,20.0,1.1,70.0,0.2,0.7,0.9,0.1,0.2,1.0,0,0.3513510348188876
40,10.5,39.1,0.7,37.3,0.3,91.7,0.1,0.7,0.5,0.1,0.0,0.5,0,0.41904721995502864
26,9.9,43.2,0.7,36.2,0.1,40.0,0.4,2.0,0.8,0.1,0.1,0.6,1,0.4444439955111157
26,9.7,42.4,0.0,0.0,0.2,50.0,0.5,1.7,0.2,0.1,0.8,0.3,0,0.22680388989289707
26,12.2,38.9,0.6,37.5,0.1,50.0,0.3,0.8,1.0,0.4,0.3,0.6,0,0.22950800859999296
44,9.6,33.3,0.2,26.3,0.4,59.3,0.3,0.6,1.3,0.3,0.0,1.1,0,0.3020830186635222
38,8.7,38.1,0.4,37.8,0.2,100.0,0.1,0.8,0.9,0.3,0.1,0.6,1,0.3333329501920113
42,8.5,40.5,0.0,18.2,1.0,76.8,0.5,0.8,0.3,0.3,0.1,0.3,1,0.3058819930800082
36,8.3,44.6,0.0,0.0,0.2,66.7,0.6,1.1,0.2,0.1,0.4,0.4,0,0.3855417041666215
82,38.0,50.6,0.1,29.2,5.4,64.2,3.3,8.8,3.8,0.8,0.6,2.7,1,0.5921051073407612
69,37.8,40.9,0.5,29.6,4.4,76.6,0.5,4.1,8.3,1.8,0.5,3.8,1,0.43386231908404255
82,31.0,49.7,1.0,39.3,1.4,76.9,1.3,5.1,1.9,1.0,0.2,1.3,1,0.3129031248699597
81,28.5,43.0,0.0,16.7,3.4,68.7,2.7,6.0,2.5,1.1,0.8,3.3,1,0.49473666851344966
80,27.8,55.1,0.0,0.0,1.8,62.2,3.1,4.4,1.3,1.2,0.6,1.0,1,0.3381293747736062
79,26.2,39.7,1.3,35.6,0.8,69.6,0.6,2.4,1.9,0.7,0.7,1.2,1,0.34351131927048884
65,24.6,57.6,0.0,0.0,1.1,55.5,2.6,4.5,0.6,0.6,1.0,0.7,1,0.31300800284227526
42,24.5,38.4,0.8,25.8,1.7,86.9,0.7,1.8,2.8,0.9,0.1,2.0,0,0.477550825489459
78,23.0,42.5,0.2,31.8,1.3,80.8,0.5,3.4,2.0,0.6,0.2,1.0,1,0.3130433421550686
81,22.7,42.4,0.4,27.6,1.2,74.4,0.8,1.9,3.6,1.1,0.3,2.4,1,0.2951540549982137
80,21.1,45.1,1.6,41.9,1.1,80.8,0.3,2.2,1.2,0.3,0.1,1.0,1,0.46445475618258003
61,20.7,45.3,0.7,29.7,1.3,76.2,0.6,3.1,1.1,1.0,0.4,1.1,1,0.3768114121683999
78,19.7,51.7,0.0,0.0,1.3,59.5,2.2,3.1,0.5,0.4,0.9,1.0,1,0.3451774897576194
15,11.0,43.5,0.3,44.4,1.5,76.7,0.1,1.1,1.9,0.4,0.2,0.7,0,0.4909086446285049
81,17.9,39.4,0.6,31.5,1.1,77.3,0.9,2.4,0.7,0.7,0.3,1.3,1,0.31284898723520266
58,17.8,43.7,0.0,0.0,0.7,65.6,1.4,1.7,0.7,0.4,1.5,0.8,1,0.23033694924890488
54,17.3,37.4,0.6,37.0,1.3,76.3,0.7,1.9,1.6,0.6,0.1,1.2,0,0.3410402652946444
